Date,State,Region,Category,Sales,Profit,Orders
2023-01-02,California,West,Blueberries,181235.55,43725.06,4
2023-01-02,California,West,Raspberries,25856.68,4109.22,7
2023-01-02,California,West,Blackberries,57338.44,16544.11,7
2023-01-02,Florida,South,Strawberries,44676.23,8953.21,6
2023-01-02,Florida,South,Blueberries,228033.31,74736.47,5
2023-01-02,Florida,South,Raspberries,47115.09,5818.36,5
2023-01-02,Florida,South,Blackberries,121903.09,28274.78,7
2023-01-02,Oregon,West,Strawberries,59451.36,18534.22,7
2023-01-02,Oregon,West,Blueberries,43414.92,16386.41,2
2023-01-02,Oregon,West,Raspberries,68540.37,9296.77,7
2023-01-02,Oregon,West,Blackberries,25065.31,4465.82,11
2023-01-02,Washington,West,Strawberries,73034.47,26407.89,7
2023-01-02,Washington,West,Blueberries,82487.94,8943.07,10
2023-01-02,Washington,West,Raspberries,89992.74,33116.95,6
2023-01-02,Washington,West,Blackberries,58583.51,9342.17,7
2023-01-02,Georgia,South,Strawberries,93454.79,23770.62,5
2023-01-02,Georgia,South,Blueberries,65163.88,14287.56,15
2023-01-02,Georgia,South,Raspberries,27534.43,7365.56,22
2023-01-02,Georgia,South,Blackberries,22253.3,5281.95,15
2023-01-02,Michigan,Midwest,Strawberries,77724.42,21243.34,3
2023-01-02,Michigan,Midwest,Blueberries,188078.08,43818.03,6
2023-01-02,Michigan,Midwest,Raspberries,125485.34,17030.31,8
2023-01-02,Michigan,Midwest,Blackberries,30739.57,4534.72,5
2023-01-02,New Jersey,Northeast,Strawberries,184763.77,53973.78,10
2023-01-02,New Jersey,Northeast,Blueberries,80091.5,21546.94,1
2023-01-02,New Jersey,Northeast,Raspberries,81367.34,30644.8,5
2023-01-02,New Jersey,Northeast,Blackberries,70019.64,19696.27,3
2023-01-02,North Carolina,South,Strawberries,46807.12,17579.64,4
2023-01-02,North Carolina,South,Blueberries,16971.78,3368.43,15
2023-01-02,North Carolina,South,Raspberries,49449.99,18979.15,5
2023-01-02,North Carolina,South,Blackberries,73411.51,16378.01,1
2023-01-02,Texas,South,Strawberries,61237.48,22312.6,8
2023-01-02,Texas,South,Blueberries,84257.76,22714.45,14
2023-01-02,Texas,South,Raspberries,144347.53,27869.68,5
2023-01-02,Texas,South,Blackberries,27199.07,3285.51,12
2023-01-02,New York,Northeast,Strawberries,50910.02,10521.61,8
2023-01-02,New York,Northeast,Blueberries,18160.48,3459.27,8
2023-01-02,New York,Northeast,Raspberries,22760.42,2499.35,15
2023-01-02,New York,Northeast,Blackberries,33606.24,12998.32,6
2023-01-02,Illinois,Midwest,Strawberries,43480.07,9529.86,16
2023-01-02,Illinois,Midwest,Blueberries,64249.67,13236.37,4
2023-01-02,Illinois,Midwest,Raspberries,29153.41,7835.41,2
2023-01-02,Illinois,Midwest,Blackberries,19616.14,3965.91,15
2023-01-02,Arizona,West,Strawberries,80629.5,31085.09,4
2023-01-02,Arizona,West,Blueberries,153408.08,23000.76,8
2023-01-02,Arizona,West,Raspberries,40433.93,5641.67,9
2023-01-02,Arizona,West,Blackberries,18213.6,2447.28,12
2023-01-02,Pennsylvania,Northeast,Strawberries,466220.65,65820.08,14
2023-01-02,Pennsylvania,Northeast,Blueberries,34393.54,10239.86,5
2023-01-02,Pennsylvania,Northeast,Raspberries,33356.53,8626.01,2
2023-01-02,Pennsylvania,Northeast,Blackberries,30065.74,8718.64,11
2023-01-02,Ohio,Midwest,Strawberries,53228.56,9079.98,3
2023-01-02,Ohio,Midwest,Blueberries,90075.03,20623.16,5
2023-01-02,Ohio,Midwest,Raspberries,28394.75,7421.72,8
2023-01-02,Ohio,Midwest,Blackberries,33835.9,5552.77,10
2023-01-02,Colorado,West,Strawberries,81470.12,22929.88,7
2023-01-02,Colorado,West,Blueberries,28232.06,9869.34,10
2023-01-02,Colorado,West,Raspberries,86096.5,12050.98,17
2023-01-02,Colorado,West,Blackberries,17588.84,6283.05,13
2023-01-02,Wisconsin,Midwest,Strawberries,108857.6,19965.67,3
2023-01-02,Wisconsin,Midwest,Blueberries,193983.82,73244.73,3
2023-01-02,Wisconsin,Midwest,Raspberries,101357.96,25714.55,13
2023-01-02,Wisconsin,Midwest,Blackberries,68797.63,25375.25,20
2023-01-03,California,West,Strawberries,246610.57,80069.74,7
2023-01-03,California,West,Blueberries,30514.5,4951.51,12
2023-01-03,California,West,Raspberries,135251.78,24816.54,18
2023-01-03,California,West,Blackberries,11170.7,3649.28,5
2023-01-03,Florida,South,Strawberries,36296.36,5392.05,6
2023-01-03,Florida,South,Blueberries,105255.76,41531.85,6
2023-01-03,Florida,South,Raspberries,88598.2,34688.09,5
2023-01-03,Florida,South,Blackberries,41919.16,16524.95,6
2023-01-03,Oregon,West,Strawberries,210371.52,59951.06,14
2023-01-03,Oregon,West,Blueberries,29874.09,11438.94,5
2023-01-03,Oregon,West,Raspberries,15497.02,4830.52,8
2023-01-03,Oregon,West,Blackberries,45462.94,7912.57,6
2023-01-03,Washington,West,Strawberries,42237.38,11717.7,5
2023-01-03,Washington,West,Blueberries,421251.63,143004.54,3
2023-01-03,Washington,West,Raspberries,61947.53,12986.01,14
2023-01-03,Washington,West,Blackberries,21085.27,6585.68,12
2023-01-03,Georgia,South,Strawberries,48260.63,17261.77,9
2023-01-03,Georgia,South,Blueberries,113125.17,16180.45,16
2023-01-03,Georgia,South,Raspberries,64580.68,13371.38,11
2023-01-03,Georgia,South,Blackberries,26868.64,6627.48,12
2023-01-03,Michigan,Midwest,Strawberries,115615.71,44610.9,11
2023-01-03,Michigan,Midwest,Blueberries,91678.76,27958.35,4
2023-01-03,Michigan,Midwest,Raspberries,44169.52,10713.43,4
2023-01-03,Michigan,Midwest,Blackberries,35473.45,7461.36,7
2023-01-03,New Jersey,Northeast,Strawberries,85121.57,17485.63,7
2023-01-03,New Jersey,Northeast,Blueberries,37651.08,12730.75,3
2023-01-03,New Jersey,Northeast,Raspberries,42605.62,15128.42,6
2023-01-03,New Jersey,Northeast,Blackberries,15616.67,4317.81,4
2023-01-03,North Carolina,South,Strawberries,44849.88,14274.94,12
2023-01-03,North Carolina,South,Blueberries,92352.39,11486.94,9
2023-01-03,North Carolina,South,Raspberries,55530.41,17005.41,2
2023-01-03,North Carolina,South,Blackberries,15611.77,6168.58,16
2023-01-03,Texas,South,Strawberries,85693.01,27943.3,5
2023-01-03,Texas,South,Blueberries,82030.87,21424.01,4
2023-01-03,Texas,South,Raspberries,22419.72,3743.61,20
2023-01-03,Texas,South,Blackberries,76624.15,11165.86,7
2023-01-03,New York,Northeast,Strawberries,28657.06,7112.0,6
2023-01-03,New York,Northeast,Blueberries,82756.37,14854.04,8
2023-01-03,New York,Northeast,Raspberries,82196.53,27069.58,6
2023-01-03,New York,Northeast,Blackberries,40337.86,9939.81,8
2023-01-03,Illinois,Midwest,Strawberries,35340.79,13218.3,3
2023-01-03,Illinois,Midwest,Blueberries,27657.47,9939.46,9
2023-01-03,Illinois,Midwest,Raspberries,49291.4,17551.68,10
2023-01-03,Illinois,Midwest,Blackberries,22506.1,4999.16,7
2023-01-03,Arizona,West,Strawberries,33260.77,4094.19,11
2023-01-03,Arizona,West,Blueberries,190913.28,55857.38,10
2023-01-03,Arizona,West,Raspberries,8411.72,2999.64,11
2023-01-03,Arizona,West,Blackberries,170436.71,48904.91,5
2023-01-03,Pennsylvania,Northeast,Strawberries,48406.72,18611.49,11
2023-01-03,Pennsylvania,Northeast,Blueberries,16684.69,4179.19,14
2023-01-03,Pennsylvania,Northeast,Raspberries,140135.63,55408.79,1
2023-01-03,Pennsylvania,Northeast,Blackberries,84303.85,31787.77,10
2023-01-03,Ohio,Midwest,Strawberries,747539.09,297356.34,11
2023-01-03,Ohio,Midwest,Blueberries,16037.52,6400.48,12
2023-01-03,Ohio,Midwest,Raspberries,125982.23,41383.3,6
2023-01-03,Ohio,Midwest,Blackberries,48920.9,16873.87,4
2023-01-03,Colorado,West,Strawberries,255304.62,93759.63,12
2023-01-03,Colorado,West,Blueberries,62468.84,20559.33,9
2023-01-03,Colorado,West,Raspberries,36547.45,14268.09,20
2023-01-03,Colorado,West,Blackberries,80717.83,14635.64,10
2023-01-03,Wisconsin,Midwest,Strawberries,126276.95,41115.57,6
2023-01-03,Wisconsin,Midwest,Blueberries,36031.83,10828.51,12
2023-01-03,Wisconsin,Midwest,Raspberries,230219.06,58559.46,6
2023-01-03,Wisconsin,Midwest,Blackberries,16149.82,3025.95,7
2023-01-04,California,West,Strawberries,241735.68,67418.87,2
2023-01-04,California,West,Blueberries,39272.79,4417.79,5
2023-01-04,California,West,Raspberries,82439.88,10826.2,8
2023-01-04,California,West,Blackberries,25757.14,5393.6,12
2023-01-04,Florida,South,Strawberries,52425.66,13471.54,2
2023-01-04,Florida,South,Blueberries,160943.61,17219.06,9
2023-01-04,Florida,South,Raspberries,11690.12,3048.01,5
2023-01-04,Florida,South,Blackberries,18913.36,4344.27,3
2023-01-04,Oregon,West,Strawberries,150243.06,49168.1,4
2023-01-04,Oregon,West,Blueberries,52434.4,17837.77,3
2023-01-04,Oregon,West,Raspberries,73308.56,15343.78,13
2023-01-04,Oregon,West,Blackberries,26661.13,9416.41,11
2023-01-04,Washington,West,Strawberries,115711.19,25061.05,15
2023-01-04,Washington,West,Blueberries,103573.76,32128.39,13
2023-01-04,Washington,West,Raspberries,73878.92,12952.3,8
2023-01-04,Washington,West,Blackberries,78449.14,11155.14,13
2023-01-04,Georgia,South,Strawberries,19553.0,2514.23,5
2023-01-04,Georgia,South,Blueberries,76164.59,14895.29,10
2023-01-04,Georgia,South,Raspberries,16839.95,5681.55,5
2023-01-04,Georgia,South,Blackberries,14731.65,5761.93,10
2023-01-04,Michigan,Midwest,Strawberries,82481.84,19050.8,12
2023-01-04,Michigan,Midwest,Blueberries,26842.02,3496.72,16
2023-01-04,Michigan,Midwest,Raspberries,94739.79,27204.97,16
2023-01-04,Michigan,Midwest,Blackberries,56818.86,9557.91,10
2023-01-04,New Jersey,Northeast,Strawberries,45512.26,12966.14,5
2023-01-04,New Jersey,Northeast,Blueberries,93960.13,17037.38,4
2023-01-04,New Jersey,Northeast,Raspberries,36226.57,3990.85,2
2023-01-04,New Jersey,Northeast,Blackberries,68193.83,20018.78,16
2023-01-04,North Carolina,South,Strawberries,95436.26,37548.73,9
2023-01-04,North Carolina,South,Blueberries,83273.26,17509.69,9
2023-01-04,North Carolina,South,Raspberries,44867.11,7070.55,3
2023-01-04,North Carolina,South,Blackberries,32552.15,3957.47,10
2023-01-04,Texas,South,Strawberries,114174.98,28919.68,7
2023-01-04,Texas,South,Blueberries,23660.72,9165.27,8
2023-01-04,Texas,South,Raspberries,48949.72,9849.09,19
2023-01-04,Texas,South,Blackberries,14487.72,5215.44,3
2023-01-04,New York,Northeast,Strawberries,59305.74,9307.0,6
2023-01-04,New York,Northeast,Blueberries,72200.32,13360.28,10
2023-01-04,New York,Northeast,Raspberries,56042.46,10614.54,4
2023-01-04,New York,Northeast,Blackberries,23455.54,5775.81,8
2023-01-04,Illinois,Midwest,Strawberries,42592.0,12705.5,3
2023-01-04,Illinois,Midwest,Blueberries,7766.01,2671.25,6
2023-01-04,Illinois,Midwest,Raspberries,32014.57,8598.54,9
2023-01-04,Illinois,Midwest,Blackberries,53044.63,9415.77,1
2023-01-04,Arizona,West,Strawberries,181139.14,43330.92,6
2023-01-04,Arizona,West,Blueberries,12591.67,4107.79,8
2023-01-04,Arizona,West,Raspberries,14783.97,1494.02,14
2023-01-04,Arizona,West,Blackberries,5416.43,630.26,15
2023-01-04,Pennsylvania,Northeast,Strawberries,165729.26,45145.15,9
2023-01-04,Pennsylvania,Northeast,Blueberries,39822.93,10373.14,12
2023-01-04,Pennsylvania,Northeast,Raspberries,39527.48,7415.5,15
2023-01-04,Pennsylvania,Northeast,Blackberries,16484.76,2857.16,13
2023-01-04,Ohio,Midwest,Strawberries,123882.02,21481.53,8
2023-01-04,Ohio,Midwest,Blueberries,99716.2,25606.88,10
2023-01-04,Ohio,Midwest,Raspberries,14861.44,3277.74,18
2023-01-04,Ohio,Midwest,Blackberries,42523.74,7759.03,14
2023-01-04,Colorado,West,Strawberries,319473.5,33803.38,3
2023-01-04,Colorado,West,Blueberries,46774.6,17701.11,14
2023-01-04,Colorado,West,Raspberries,264182.11,31540.65,11
2023-01-04,Colorado,West,Blackberries,55568.65,16411.35,9
2023-01-04,Wisconsin,Midwest,Strawberries,306842.05,59444.67,5
2023-01-04,Wisconsin,Midwest,Blueberries,32238.98,6380.91,12
2023-01-04,Wisconsin,Midwest,Raspberries,44825.18,6271.69,13
2023-01-04,Wisconsin,Midwest,Blackberries,64595.54,19839.0,13
2023-01-05,California,West,Strawberries,70868.91,13799.31,20
2023-01-05,California,West,Blueberries,20827.38,6099.21,14
2023-01-05,California,West,Raspberries,36725.57,12106.13,10
2023-01-05,California,West,Blackberries,89754.86,20918.12,16
2023-01-05,Florida,South,Strawberries,101581.98,24524.93,15
2023-01-05,Florida,South,Blueberries,51357.9,12788.86,13
2023-01-05,Florida,South,Raspberries,70228.07,24382.57,4
2023-01-05,Florida,South,Blackberries,43830.75,10217.92,7
2023-01-05,Oregon,West,Strawberries,96658.56,36453.93,2
2023-01-05,Oregon,West,Blueberries,45485.28,14887.38,8
2023-01-05,Oregon,West,Raspberries,132395.65,28372.0,6
2023-01-05,Oregon,West,Blackberries,19642.98,4495.76,7
2023-01-05,Washington,West,Strawberries,64278.94,17566.12,7
2023-01-05,Washington,West,Blueberries,25746.62,5322.15,4
2023-01-05,Washington,West,Raspberries,146309.0,20075.7,19
2023-01-05,Washington,West,Blackberries,42450.41,7153.45,14
2023-01-05,Georgia,South,Strawberries,57849.5,8304.49,12
2023-01-05,Georgia,South,Blueberries,19394.01,3404.3,11
2023-01-05,Georgia,South,Raspberries,34864.57,13176.85,6
2023-01-05,Georgia,South,Blackberries,154291.47,58011.97,2
2023-01-05,Michigan,Midwest,Strawberries,151981.3,42485.05,2
2023-01-05,Michigan,Midwest,Blueberries,90838.03,26547.33,8
2023-01-05,Michigan,Midwest,Raspberries,18829.58,3085.8,8
2023-01-05,Michigan,Midwest,Blackberries,58105.53,12823.73,3
2023-01-05,New Jersey,Northeast,Strawberries,48013.5,8065.49,5
2023-01-05,New Jersey,Northeast,Blueberries,72509.11,8210.73,11
2023-01-05,New Jersey,Northeast,Raspberries,48322.7,11449.43,7
2023-01-05,New Jersey,Northeast,Blackberries,202143.13,32261.76,4
2023-01-05,North Carolina,South,Strawberries,470050.43,108888.0,11
2023-01-05,North Carolina,South,Blueberries,41929.97,15117.26,11
2023-01-05,North Carolina,South,Raspberries,66172.19,18238.22,10
2023-01-05,North Carolina,South,Blackberries,11962.53,4238.51,11
2023-01-05,Texas,South,Strawberries,164707.27,20031.46,10
2023-01-05,Texas,South,Blueberries,77252.84,24791.02,13
2023-01-05,Texas,South,Raspberries,133201.33,16120.21,11
2023-01-05,Texas,South,Blackberries,8799.7,2788.71,1
2023-01-05,New York,Northeast,Strawberries,94208.17,16280.06,7
2023-01-05,New York,Northeast,Blueberries,51717.84,15915.52,10
2023-01-05,New York,Northeast,Raspberries,35745.68,11621.45,11
2023-01-05,New York,Northeast,Blackberries,21756.71,3425.13,12
2023-01-05,Illinois,Midwest,Strawberries,109393.35,15006.8,8
2023-01-05,Illinois,Midwest,Blueberries,100645.76,27438.82,6
2023-01-05,Illinois,Midwest,Raspberries,44696.73,13681.87,8
2023-01-05,Illinois,Midwest,Blackberries,43084.38,9722.73,8
2023-01-05,Arizona,West,Strawberries,25387.59,7723.88,6
2023-01-05,Arizona,West,Blueberries,182355.79,58695.29,13
2023-01-05,Arizona,West,Raspberries,47679.92,10605.23,10
2023-01-05,Arizona,West,Blackberries,67187.64,14586.23,11
2023-01-05,Pennsylvania,Northeast,Strawberries,8254.19,2761.38,4
2023-01-05,Pennsylvania,Northeast,Blueberries,63696.96,16108.4,12
2023-01-05,Pennsylvania,Northeast,Raspberries,13424.08,2863.95,11
2023-01-05,Pennsylvania,Northeast,Blackberries,119635.18,39824.35,10
2023-01-05,Ohio,Midwest,Strawberries,26403.97,8877.92,12
2023-01-05,Ohio,Midwest,Blueberries,81777.5,21083.88,14
2023-01-05,Ohio,Midwest,Raspberries,93027.82,28369.62,16
2023-01-05,Ohio,Midwest,Blackberries,76865.36,27329.08,5
2023-01-05,Colorado,West,Strawberries,143137.05,34173.14,10
2023-01-05,Colorado,West,Blueberries,38655.86,4315.05,16
2023-01-05,Colorado,West,Raspberries,338052.53,46000.03,19
2023-01-05,Colorado,West,Blackberries,11272.34,3193.79,1
2023-01-05,Wisconsin,Midwest,Strawberries,351784.06,40408.87,11
2023-01-05,Wisconsin,Midwest,Blueberries,20825.42,2143.7,15
2023-01-05,Wisconsin,Midwest,Raspberries,154923.3,31953.34,1
2023-01-05,Wisconsin,Midwest,Blackberries,36649.83,9451.73,8
2023-01-06,California,West,Strawberries,58753.87,8835.67,16
2023-01-06,California,West,Blueberries,58223.97,12627.14,13
2023-01-06,California,West,Raspberries,113251.17,35272.34,1
2023-01-06,California,West,Blackberries,120653.18,24473.89,4
2023-01-06,Florida,South,Strawberries,81774.08,15728.71,14
2023-01-06,Florida,South,Blueberries,49996.16,13877.86,6
2023-01-06,Florida,South,Raspberries,122779.59,38358.17,3
2023-01-06,Florida,South,Blackberries,34573.7,8240.45,3
2023-01-06,Oregon,West,Strawberries,125305.49,20040.31,8
2023-01-06,Oregon,West,Blueberries,75853.88,24554.67,8
2023-01-06,Oregon,West,Raspberries,180137.06,44880.61,11
2023-01-06,Oregon,West,Blackberries,83056.91,26435.77,8
2023-01-06,Washington,West,Strawberries,55338.07,13720.35,9
2023-01-06,Washington,West,Blueberries,219933.03,34336.74,9
2023-01-06,Washington,West,Raspberries,6953.0,2511.47,10
2023-01-06,Washington,West,Blackberries,24468.94,2825.94,17
2023-01-06,Georgia,South,Strawberries,214091.53,27967.44,11
2023-01-06,Georgia,South,Blueberries,21397.08,7579.89,7
2023-01-06,Georgia,South,Raspberries,32504.8,9853.79,4
2023-01-06,Georgia,South,Blackberries,53497.15,13466.93,11
2023-01-06,Michigan,Midwest,Strawberries,109081.14,36922.02,5
2023-01-06,Michigan,Midwest,Blueberries,74610.39,28134.81,18
2023-01-06,Michigan,Midwest,Raspberries,52691.52,19865.68,12
2023-01-06,Michigan,Midwest,Blackberries,45149.88,11450.92,1
2023-01-06,New Jersey,Northeast,Strawberries,59131.95,23317.79,5
2023-01-06,New Jersey,Northeast,Blueberries,23041.95,8060.0,3
2023-01-06,New Jersey,Northeast,Raspberries,31062.55,7417.7,10
2023-01-06,New Jersey,Northeast,Blackberries,31890.19,10849.07,6
2023-01-06,North Carolina,South,Strawberries,67459.91,18790.31,12
2023-01-06,North Carolina,South,Blueberries,67569.04,26756.96,9
2023-01-06,North Carolina,South,Raspberries,71253.8,18932.79,13
2023-01-06,North Carolina,South,Blackberries,69437.12,20061.67,2
2023-01-06,Texas,South,Strawberries,158742.01,45964.44,8
2023-01-06,Texas,South,Blueberries,55443.4,8247.07,7
2023-01-06,Texas,South,Raspberries,37161.91,8907.08,10
2023-01-06,Texas,South,Blackberries,46427.69,6505.71,5
2023-01-06,New York,Northeast,Strawberries,72134.86,23312.64,4
2023-01-06,New York,Northeast,Blueberries,48038.75,13846.36,8
2023-01-06,New York,Northeast,Raspberries,60399.8,8208.77,12
2023-01-06,New York,Northeast,Blackberries,33206.79,4194.1,2
2023-01-06,Illinois,Midwest,Strawberries,49879.33,9101.26,13
2023-01-06,Illinois,Midwest,Blueberries,100926.96,23535.22,9
2023-01-06,Illinois,Midwest,Raspberries,28306.41,7777.04,12
2023-01-06,Illinois,Midwest,Blackberries,18945.97,4016.37,10
2023-01-06,Arizona,West,Strawberries,114110.33,42020.59,10
2023-01-06,Arizona,West,Blueberries,24020.04,4448.84,5
2023-01-06,Arizona,West,Raspberries,132013.48,35943.33,11
2023-01-06,Arizona,West,Blackberries,59187.53,16741.43,10
2023-01-06,Pennsylvania,Northeast,Strawberries,124241.21,20257.36,16
2023-01-06,Pennsylvania,Northeast,Blueberries,19114.99,2761.02,16
2023-01-06,Pennsylvania,Northeast,Raspberries,87101.8,19025.17,10
2023-01-06,Pennsylvania,Northeast,Blackberries,119905.31,28167.38,12
2023-01-06,Ohio,Midwest,Strawberries,50431.77,12384.12,16
2023-01-06,Ohio,Midwest,Blueberries,132246.7,13390.51,7
2023-01-06,Ohio,Midwest,Raspberries,61891.51,6693.98,2
2023-01-06,Ohio,Midwest,Blackberries,77729.59,26218.23,3
2023-01-06,Colorado,West,Strawberries,177785.1,52538.2,8
2023-01-06,Colorado,West,Blueberries,22855.22,6158.91,5
2023-01-06,Colorado,West,Raspberries,41924.99,14552.85,10
2023-01-06,Colorado,West,Blackberries,31780.4,8581.8,3
2023-01-06,Wisconsin,Midwest,Strawberries,77495.74,10390.33,15
2023-01-06,Wisconsin,Midwest,Blueberries,17945.37,5333.97,15
2023-01-06,Wisconsin,Midwest,Raspberries,278645.72,100664.6,9
2023-01-06,Wisconsin,Midwest,Blackberries,168466.25,18932.8,10
2023-01-07,California,West,Strawberries,89857.75,24167.27,8
2023-01-07,California,West,Blueberries,29906.84,4225.45,10
2023-01-07,California,West,Raspberries,68208.32,24424.99,5
2023-01-07,California,West,Blackberries,41243.99,4748.89,14
2023-01-07,Florida,South,Strawberries,113599.84,31192.32,4
2023-01-07,Florida,South,Blueberries,74341.06,16542.14,11
2023-01-07,Florida,South,Raspberries,126310.85,21860.54,11
2023-01-07,Florida,South,Blackberries,48753.05,14276.48,6
2023-01-07,Oregon,West,Strawberries,87451.04,11577.06,8
2023-01-07,Oregon,West,Blueberries,14097.38,5179.3,8
2023-01-07,Oregon,West,Raspberries,70317.64,22559.04,5
2023-01-07,Oregon,West,Blackberries,10953.87,1364.66,3
2023-01-07,Washington,West,Strawberries,81395.51,26074.64,5
2023-01-07,Washington,West,Blueberries,45947.26,12518.36,9
2023-01-07,Washington,West,Raspberries,46401.42,9458.62,18
2023-01-07,Washington,West,Blackberries,36132.79,5556.85,6
2023-01-07,Georgia,South,Strawberries,222824.99,47228.22,8
2023-01-07,Georgia,South,Blueberries,43690.74,16811.91,21
2023-01-07,Georgia,South,Raspberries,100990.33,21461.29,11
2023-01-07,Georgia,South,Blackberries,75490.78,22019.99,3
2023-01-07,Michigan,Midwest,Strawberries,111555.23,11352.05,4
2023-01-07,Michigan,Midwest,Blueberries,41112.08,12555.81,4
2023-01-07,Michigan,Midwest,Raspberries,123170.09,26734.21,7
2023-01-07,Michigan,Midwest,Blackberries,53008.43,6344.37,5
2023-01-07,New Jersey,Northeast,Strawberries,87497.75,13331.8,8
2023-01-07,New Jersey,Northeast,Blueberries,99969.35,33160.43,6
2023-01-07,New Jersey,Northeast,Raspberries,33933.04,6726.2,13
2023-01-07,New Jersey,Northeast,Blackberries,25186.3,7345.05,13
2023-01-07,North Carolina,South,Strawberries,70038.07,12899.63,12
2023-01-07,North Carolina,South,Blueberries,12081.72,1819.53,3
2023-01-07,North Carolina,South,Raspberries,99553.9,18613.66,18
2023-01-07,North Carolina,South,Blackberries,18979.23,2334.58,6
2023-01-07,Texas,South,Strawberries,105858.13,15293.57,5
2023-01-07,Texas,South,Blueberries,57942.71,19855.64,16
2023-01-07,Texas,South,Raspberries,106286.36,27206.25,8
2023-01-07,Texas,South,Blackberries,10644.3,3841.02,7
