Date,State,Region,Category,Sales,Profit,Orders,Company
2023-01-01,New Jersey,Northeast,Raspberries,32303.55,3317.66,1,Wish Farms
2023-01-01,New Jersey,Northeast,Blackberries,27099.83,2752.23,8,North Bay Produce
2023-01-01,North Carolina,South,Strawberries,71743.5,20966.93,7,Dole
2023-01-01,North Carolina,South,Blueberries,80990.41,21837.77,14,Blueberry Hill Farms
2023-01-01,North Carolina,South,Raspberries,80700.13,13975.26,7,Berry Fresh
2023-01-01,North Carolina,South,Blackberries,23780.84,6617.47,3,BerrySmart
2023-01-01,Texas,South,Strawberries,55476.13,15267.11,5,Santa Cruz Berry
2023-01-01,Texas,South,Blueberries,70450.28,16245.65,14,Munger Farms
2023-01-01,Texas,South,Raspberries,61584.82,14359.67,8,Driscoll’s
2023-01-01,Texas,South,Blackberries,33678.79,6522.65,14,Sun Belle
2023-01-01,New York,Northeast,Strawberries,61785.43,8100.7,2,Ocean Spray
2023-01-01,New York,Northeast,Blueberries,52064.89,15714.41,10,North Bay Produce
2023-01-01,New York,Northeast,Raspberries,128748.12,40471.98,13,Driscoll’s
2023-01-01,New York,Northeast,Blackberries,60560.77,10719.83,4,Hortifrut
2023-01-01,Illinois,Midwest,Strawberries,57982.27,12593.52,6,Sun Belle
2023-01-01,Illinois,Midwest,Blueberries,112231.57,12472.22,8,Wish Farms
2023-01-01,Illinois,Midwest,Raspberries,20641.27,6393.89,6,Naturipe Farms
2023-01-01,Illinois,Midwest,Blackberries,22502.06,7200.39,0,Naturipe Farms
2023-01-01,Arizona,West,Strawberries,71062.31,17509.3,15,Driscoll’s
2023-01-01,Arizona,West,Blueberries,39343.83,15414.94,0,Naturipe Farms
2023-01-01,Arizona,West,Raspberries,54834.81,18162.02,14,Coastal Berry Co.
2023-01-01,Arizona,West,Blackberries,49973.74,18776.46,5,BerrySmart
2023-01-01,Pennsylvania,Northeast,Strawberries,58826.61,8939.61,4,Sun Belle
2023-01-01,Pennsylvania,Northeast,Blueberries,36822.61,12305.88,13,North Bay Produce
2023-01-01,Pennsylvania,Northeast,Raspberries,25193.35,3774.02,3,Plant City Berries
2023-01-01,Pennsylvania,Northeast,Blackberries,34982.91,5823.75,15,Valley Pride
2023-01-01,Ohio,Midwest,Strawberries,96779.44,31168.96,14,Plant City Berries
2023-01-01,Ohio,Midwest,Blueberries,77159.43,17857.56,17,Valley Pride
2023-01-01,Ohio,Midwest,Raspberries,83261.99,8880.26,6,Plant City Berries
2023-01-01,Ohio,Midwest,Blackberries,104279.1,37320.89,5,Hortifrut
2023-01-01,Colorado,West,Strawberries,76987.3,17797.51,4,Wish Farms
2023-01-01,Colorado,West,Blueberries,22713.32,8351.1,9,Driscoll’s
2023-01-01,Colorado,West,Raspberries,89755.75,25338.68,4,Sun Belle
2023-01-01,Colorado,West,Blackberries,13944.6,1677.95,5,Sun Belle
2023-01-01,Wisconsin,Midwest,Strawberries,191041.63,25275.32,6,Berry World
2023-01-01,Wisconsin,Midwest,Blueberries,36660.12,4560.43,2,Family Tree Farms
2023-01-01,Wisconsin,Midwest,Raspberries,24956.36,3425.7,5,Ocean Spray
2023-01-01,Wisconsin,Midwest,Blackberries,20897.07,2323.2,9,Sun Belle
2023-01-02,California,West,Strawberries,138426.55,41707.18,7,Sweet Darling
2023-01-02,California,West,Blueberries,181235.55,45391.75,4,Valley Pride
2023-01-02,California,West,Raspberries,25856.68,4459.63,7,HBF International
2023-01-02,California,West,Blackberries,57338.44,15301.19,7,Naturipe Farms
2023-01-02,Florida,South,Strawberries,44676.23,9608.39,6,Plant City Berries
2023-01-02,Florida,South,Blueberries,228033.31,25401.08,5,Dole
2023-01-02,Florida,South,Raspberries,47115.09,5051.18,5,Berry Fresh
2023-01-02,Florida,South,Blackberries,121903.09,14168.96,7,Ocean Spray
2023-01-02,Oregon,West,Strawberries,59451.36,10148.92,7,Plant City Berries
2023-01-02,Oregon,West,Blueberries,43414.92,10690.38,2,Munger Farms
2023-01-02,Oregon,West,Raspberries,68540.37,19603.12,7,California Giant
2023-01-02,Oregon,West,Blackberries,25065.31,8960.89,11,North Bay Produce
2023-01-02,Washington,West,Strawberries,73034.47,15373.98,7,Plant City Berries
2023-01-02,Washington,West,Blueberries,82487.94,24016.48,10,Valley Pride
2023-01-02,Washington,West,Raspberries,89992.74,35584.85,6,Well•Pict
2023-01-02,Washington,West,Blackberries,58583.51,6663.2,7,Valley Pride
2023-01-02,Georgia,South,Strawberries,93454.79,24993.0,5,Dole
2023-01-02,Georgia,South,Blueberries,65163.88,18473.72,15,California Giant
2023-01-02,Georgia,South,Raspberries,27534.43,10695.15,22,Red Blossom
2023-01-02,Georgia,South,Blackberries,25063.4,4327.58,15,Naturipe Farms
2023-01-02,Michigan,Midwest,Strawberries,77724.42,9608.11,3,Berry World
2023-01-02,Michigan,Midwest,Blueberries,188078.08,73118.76,6,Hortifrut
2023-01-02,Michigan,Midwest,Raspberries,125485.34,16740.77,8,Ocean Spray
2023-01-02,Michigan,Midwest,Blackberries,30739.57,5204.96,5,Sun Belle
2023-01-02,New Jersey,Northeast,Strawberries,184763.77,63991.64,10,Berry World
2023-01-02,New Jersey,Northeast,Blueberries,80091.5,18099.3,1,Berry Fresh
2023-01-02,New Jersey,Northeast,Raspberries,81367.34,29399.12,5,Naturipe Farms
2023-01-02,New Jersey,Northeast,Blackberries,70019.64,22258.84,3,HBF International
2023-01-02,North Carolina,South,Strawberries,46807.12,5394.93,4,Plant City Berries
2023-01-02,North Carolina,South,Blueberries,16971.78,2299.45,15,Berry Fresh
2023-01-02,North Carolina,South,Raspberries,49449.99,5182.08,5,Ocean Spray
2023-01-02,North Carolina,South,Blackberries,73411.51,10876.32,1,Sun Belle
2023-01-02,Texas,South,Strawberries,61237.48,23780.08,8,Naturipe Farms
2023-01-02,Texas,South,Blueberries,84257.76,30134.06,14,Naturipe Farms
2023-01-02,Texas,South,Raspberries,144347.53,40003.36,5,Coastal Berry Co.
2023-01-02,Texas,South,Blackberries,27199.07,10203.81,12,North Bay Produce
2023-01-02,New York,Northeast,Strawberries,50910.02,7291.54,8,Plant City Berries
2023-01-02,New York,Northeast,Blueberries,18160.48,4069.35,8,Family Tree Farms
2023-01-02,New York,Northeast,Raspberries,22760.42,8134.61,15,Berry Fresh
2023-01-02,New York,Northeast,Blackberries,33606.24,9543.59,6,Berry Fresh
2023-01-02,Illinois,Midwest,Strawberries,43480.07,17375.73,16,Dole
2023-01-02,Illinois,Midwest,Blueberries,64249.67,11106.81,4,Sun Belle
2023-01-02,Illinois,Midwest,Raspberries,29153.41,11159.98,2,BerrySmart
2023-01-02,Illinois,Midwest,Blackberries,19616.14,4181.03,15,Sun Belle
2023-01-02,Arizona,West,Strawberries,80629.5,28917.8,4,Naturipe Farms
2023-01-02,Arizona,West,Blueberries,153408.08,50824.78,8,Munger Farms
2023-01-02,Arizona,West,Raspberries,40433.93,15648.0,9,Well•Pict
2023-01-02,Arizona,West,Blackberries,18213.6,6576.05,12,Oregon Berry Packing
2023-01-02,Pennsylvania,Northeast,Strawberries,466220.65,135256.1,14,Naturipe Farms
2023-01-02,Pennsylvania,Northeast,Blueberries,34393.54,9317.85,5,Berry Fresh
2023-01-02,Pennsylvania,Northeast,Raspberries,33356.53,11855.08,2,Berry Fresh
2023-01-02,Pennsylvania,Northeast,Blackberries,30065.74,7649.93,11,Pacific Berry Co.
2023-01-02,Ohio,Midwest,Strawberries,53228.56,12277.42,3,Sun Belle
2023-01-02,Ohio,Midwest,Blueberries,90075.03,10755.29,5,Berry Fresh
2023-01-02,Ohio,Midwest,Raspberries,28394.75,7913.63,8,California Giant
2023-01-02,Ohio,Midwest,Blackberries,33835.9,10358.41,10,BerrySmart
2023-01-02,Colorado,West,Strawberries,81470.12,27044.32,7,Dole
2023-01-02,Colorado,West,Blueberries,28232.06,4593.19,10,Hortifrut
2023-01-02,Colorado,West,Raspberries,86096.5,11738.69,17,Driscoll’s
2023-01-02,Colorado,West,Blackberries,17588.84,5731.57,13,Sweet Darling
2023-01-02,Wisconsin,Midwest,Strawberries,108857.6,42855.89,3,Berry Fresh
2023-01-02,Wisconsin,Midwest,Blueberries,193983.82,40398.11,3,Hortifrut
2023-01-02,Wisconsin,Midwest,Raspberries,101357.96,26109.33,13,Coastal Berry Co.
2023-01-02,Wisconsin,Midwest,Blackberries,68797.63,19468.04,20,Berry Fresh
2023-01-03,California,West,Strawberries,246610.57,30571.13,7,Berry Fresh
2023-01-03,California,West,Blueberries,30514.5,5057.78,12,True Blue Farms
2023-01-03,California,West,Raspberries,135251.78,38858.13,18,Berry Fresh
2023-01-03,California,West,Blackberries,11170.7,1272.76,5,Pacific Berry Co.
2023-01-03,Florida,South,Strawberries,36296.36,6307.19,6,Plant City Berries
2023-01-03,Florida,South,Blueberries,105255.76,21923.38,6,California Giant
2023-01-03,Florida,South,Raspberries,88598.2,32999.7,5,California Giant
2023-01-03,Florida,South,Blackberries,41919.16,9658.89,6,Hortifrut
2023-01-03,Oregon,West,Strawberries,210371.52,81928.09,14,Berry Fresh
2023-01-03,Oregon,West,Blueberries,29874.09,6637.02,5,Sun Belle
2023-01-03,Oregon,West,Raspberries,15497.02,4237.54,8,HBF International
2023-01-03,Oregon,West,Blackberries,45462.94,8426.8,6,Ocean Spray
2023-01-03,Washington,West,Strawberries,42237.38,9101.61,5,Driscoll’s
2023-01-03,Washington,West,Blueberries,421251.63,105003.95,3,True Blue Farms
2023-01-03,Washington,West,Raspberries,61947.53,14061.52,14,Ocean Spray
2023-01-03,Washington,West,Blackberries,21085.27,7729.29,12,North Bay Produce
2023-01-03,Georgia,South,Strawberries,48260.63,16000.18,9,Well•Pict
2023-01-03,Georgia,South,Blueberries,113125.17,44652.01,16,California Giant
2023-01-03,Georgia,South,Raspberries,64580.68,24211.12,11,Well•Pict
2023-01-03,Georgia,South,Blackberries,26868.64,7469.98,12,Hortifrut
2023-01-03,Michigan,Midwest,Strawberries,115615.71,28842.05,11,Sweet Darling
2023-01-03,Michigan,Midwest,Blueberries,91678.76,28746.84,4,Family Tree Farms
2023-01-03,Michigan,Midwest,Raspberries,44169.52,5636.4,4,Wish Farms
2023-01-03,Michigan,Midwest,Blackberries,35473.45,4483.1,7,Valley Pride
2023-01-03,New Jersey,Northeast,Strawberries,85121.57,12861.03,7,Red Blossom
2023-01-03,New Jersey,Northeast,Blueberries,37651.08,14600.12,3,Wish Farms
2023-01-03,New Jersey,Northeast,Raspberries,42605.62,6328.99,6,Sun Belle
2023-01-03,New Jersey,Northeast,Blackberries,15616.67,3008.54,4,Pacific Berry Co.
2023-01-03,North Carolina,South,Strawberries,44849.88,11840.92,12,Naturipe Farms
2023-01-03,North Carolina,South,Blueberries,92352.39,10857.85,9,Naturipe Farms
2023-01-03,North Carolina,South,Raspberries,55530.41,14940.43,2,Red Blossom
2023-01-03,North Carolina,South,Blackberries,15611.77,5487.56,16,Berry Fresh
2023-01-03,Texas,South,Strawberries,85693.01,26945.29,5,Sweet Darling
2023-01-03,Texas,South,Blueberries,82030.87,12255.8,4,Dole
2023-01-03,Texas,South,Raspberries,22419.72,7507.81,20,Coastal Berry Co.
2023-01-03,Texas,South,Blackberries,76624.15,10779.3,7,Ocean Spray
2023-01-03,New York,Northeast,Strawberries,28657.06,9071.22,6,Red Blossom
2023-01-03,New York,Northeast,Blueberries,82756.37,26224.95,8,True Blue Farms
2023-01-03,New York,Northeast,Raspberries,82196.53,12074.89,6,HBF International
2023-01-03,New York,Northeast,Blackberries,40337.86,8840.76,8,Oregon Berry Packing
2023-01-03,Illinois,Midwest,Strawberries,35340.79,5084.68,3,Sweet Darling
2023-01-03,Illinois,Midwest,Blueberries,27657.47,6757.82,9,True Blue Farms
2023-01-03,Illinois,Midwest,Raspberries,49291.4,13278.86,10,Pacific Berry Co.
2023-01-03,Illinois,Midwest,Blackberries,22506.1,6979.64,7,Pacific Berry Co.
2023-01-03,Arizona,West,Strawberries,33260.77,12027.17,11,Naturipe Farms
2023-01-03,Arizona,West,Blueberries,190913.28,75892.68,10,Family Tree Farms
2023-01-03,Arizona,West,Raspberries,8411.72,3245.43,11,Plant City Berries
2023-01-03,Arizona,West,Blackberries,170436.71,19539.67,5,Ruby Fresh
2023-01-03,Pennsylvania,Northeast,Strawberries,48406.72,18313.94,11,Wish Farms
2023-01-03,Pennsylvania,Northeast,Blueberries,16684.69,5532.01,14,Dole
2023-01-03,Pennsylvania,Northeast,Raspberries,140135.63,15883.75,1,Ruby Fresh
2023-01-03,Pennsylvania,Northeast,Blackberries,84303.85,16136.35,10,Ruby Fresh
2023-01-03,Ohio,Midwest,Strawberries,747539.09,243571.58,11,Wish Farms
2023-01-03,Ohio,Midwest,Blueberries,16037.52,2748.82,12,Michigan Blueberry Growers
2023-01-03,Ohio,Midwest,Raspberries,125982.23,47715.63,6,Berry Fresh
2023-01-03,Ohio,Midwest,Blackberries,48920.9,18041.93,4,Sun Belle
2023-01-03,Colorado,West,Strawberries,255304.62,63028.17,12,Sun Belle
2023-01-03,Colorado,West,Blueberries,62468.84,19344.33,9,North Bay Produce
2023-01-03,Colorado,West,Raspberries,36547.45,6440.88,20,Driscoll’s
2023-01-03,Colorado,West,Blackberries,80717.83,25093.82,10,Driscoll’s
2023-01-03,Wisconsin,Midwest,Strawberries,126276.95,16227.0,6,Well•Pict
2023-01-03,Wisconsin,Midwest,Blueberries,45757.17,12568.87,12,Michigan Blueberry Growers
2023-01-03,Wisconsin,Midwest,Raspberries,230219.06,51699.49,6,HBF International
2023-01-03,Wisconsin,Midwest,Blackberries,16149.82,2429.26,7,Valley Pride
2023-01-04,California,West,Strawberries,241735.68,87988.16,2,Sweet Darling
2023-01-04,California,West,Blueberries,39272.79,8555.3,5,Naturipe Farms
2023-01-04,California,West,Raspberries,82439.88,30861.0,8,Plant City Berries
2023-01-04,California,West,Blackberries,25757.14,4602.15,12,Driscoll’s
2023-01-04,Florida,South,Strawberries,72826.36,27037.89,2,Driscoll’s
2023-01-04,Florida,South,Blueberries,160943.61,45760.21,9,Dole
2023-01-04,Florida,South,Raspberries,11690.12,1274.19,5,Naturipe Farms
2023-01-04,Florida,South,Blackberries,18913.36,2170.02,3,Ruby Fresh
2023-01-04,Oregon,West,Strawberries,150243.06,40778.69,4,Sun Belle
2023-01-04,Oregon,West,Blueberries,52434.4,18975.83,3,True Blue Farms
2023-01-04,Oregon,West,Raspberries,73308.56,17205.96,13,Plant City Berries
2023-01-04,Oregon,West,Blackberries,26661.13,7454.86,11,Berry Fresh
2023-01-04,Washington,West,Strawberries,115711.19,39001.24,15,California Giant
2023-01-04,Washington,West,Blueberries,103573.76,16398.72,13,California Giant
2023-01-04,Washington,West,Raspberries,73878.92,27219.85,8,Naturipe Farms
2023-01-04,Washington,West,Blackberries,78449.14,10208.4,13,Ocean Spray
2023-01-04,Georgia,South,Strawberries,19553.0,5878.23,5,Dole
2023-01-04,Georgia,South,Blueberries,76164.59,27603.04,10,Blueberry Hill Farms
2023-01-04,Georgia,South,Raspberries,16839.95,2833.44,5,Wish Farms
2023-01-04,Georgia,South,Blackberries,14731.65,1785.5,10,Oregon Berry Packing
2023-01-04,Michigan,Midwest,Strawberries,82481.84,32329.94,12,Santa Cruz Berry
2023-01-04,Michigan,Midwest,Blueberries,26842.02,5447.07,16,Munger Farms
2023-01-04,Michigan,Midwest,Raspberries,94739.79,22684.08,16,Driscoll’s
2023-01-04,Michigan,Midwest,Blackberries,71801.69,27411.65,10,Oregon Berry Packing
2023-01-04,New Jersey,Northeast,Strawberries,45512.26,17473.97,5,Red Blossom
2023-01-04,New Jersey,Northeast,Blueberries,93960.13,20162.91,4,Driscoll’s
2023-01-04,New Jersey,Northeast,Raspberries,36226.57,10545.33,2,Coastal Berry Co.
2023-01-04,New Jersey,Northeast,Blackberries,68193.83,8808.09,16,Driscoll’s
2023-01-04,North Carolina,South,Strawberries,95436.26,32826.91,9,Ocean Spray
2023-01-04,North Carolina,South,Blueberries,83273.26,28282.15,9,Munger Farms
2023-01-04,North Carolina,South,Raspberries,44867.11,14395.88,3,Sun Belle
2023-01-04,North Carolina,South,Blackberries,32552.15,11891.25,10,Pacific Berry Co.
2023-01-04,Texas,South,Strawberries,114174.98,24468.03,7,Valley Berry Co.
2023-01-04,Texas,South,Blueberries,23660.72,5622.09,8,Driscoll’s
2023-01-04,Texas,South,Raspberries,48949.72,9142.2,19,Sun Belle
2023-01-04,Texas,South,Blackberries,14487.72,4871.73,3,Sweet Darling
2023-01-04,New York,Northeast,Strawberries,59305.74,22536.21,6,Plant City Berries
2023-01-04,New York,Northeast,Blueberries,72200.32,18089.33,10,North Bay Produce
2023-01-04,New York,Northeast,Raspberries,56042.46,16225.88,4,Wish Farms
2023-01-04,New York,Northeast,Blackberries,23455.54,9115.38,8,North Bay Produce
2023-01-04,Illinois,Midwest,Strawberries,42592.0,14840.01,3,Sweet Darling
2023-01-04,Illinois,Midwest,Blueberries,7766.01,2528.7,6,True Blue Farms
2023-01-04,Illinois,Midwest,Raspberries,32014.57,4833.64,9,Driscoll’s
2023-01-04,Illinois,Midwest,Blackberries,53044.63,10190.13,1,BerrySmart
2023-01-04,Arizona,West,Strawberries,181139.14,55434.58,6,Ocean Spray
2023-01-04,Arizona,West,Blueberries,12591.67,3419.67,8,Dole
2023-01-04,Arizona,West,Raspberries,14783.97,3121.38,14,Berry Fresh
2023-01-04,Arizona,West,Blackberries,5416.43,2137.6,15,Ocean Spray
2023-01-04,Pennsylvania,Northeast,Strawberries,165729.26,51775.54,9,Red Blossom
2023-01-04,Pennsylvania,Northeast,Blueberries,39822.93,10814.96,12,Family Tree Farms
2023-01-04,Pennsylvania,Northeast,Raspberries,39527.48,11534.81,15,Berry Fresh
2023-01-04,Pennsylvania,Northeast,Blackberries,16484.76,5274.68,13,Berry Fresh
2023-01-04,Ohio,Midwest,Strawberries,123882.02,40407.89,8,Sweet Darling
2023-01-04,Ohio,Midwest,Blueberries,131745.5,33857.34,10,Dole
2023-01-04,Ohio,Midwest,Raspberries,14861.44,5790.27,18,Sun Belle
2023-01-04,Ohio,Midwest,Blackberries,42523.74,7316.04,14,Wish Farms
2023-01-04,Colorado,West,Strawberries,319473.5,83340.71,3,California Giant
2023-01-04,Colorado,West,Blueberries,46774.6,14578.67,14,Naturipe Farms
2023-01-04,Colorado,West,Raspberries,264182.11,101123.7,11,Well•Pict
2023-01-04,Colorado,West,Blackberries,55568.65,6970.14,9,Pacific Berry Co.
2023-01-04,Wisconsin,Midwest,Strawberries,306842.05,36385.0,5,Red Blossom
2023-01-04,Wisconsin,Midwest,Blueberries,32238.98,3468.19,12,Wish Farms
2023-01-04,Wisconsin,Midwest,Raspberries,44825.18,15462.2,13,California Giant
2023-01-04,Wisconsin,Midwest,Blackberries,64595.54,24650.59,13,Wish Farms
2023-01-05,California,West,Strawberries,70868.91,17935.38,20,Berry World
2023-01-05,California,West,Blueberries,20827.38,7627.01,14,Valley Pride
2023-01-05,California,West,Raspberries,36725.57,8623.09,10,Coastal Berry Co.
2023-01-05,California,West,Blackberries,89754.86,15990.06,16,Hortifrut
2023-01-05,Florida,South,Strawberries,121154.86,21236.79,15,Berry Fresh
2023-01-05,Florida,South,Blueberries,51357.9,5629.59,13,Berry Fresh
2023-01-05,Florida,South,Raspberries,70228.07,17260.03,4,California Giant
2023-01-05,Florida,South,Blackberries,43830.75,9889.16,7,North Bay Produce
2023-01-05,Oregon,West,Strawberries,96658.56,17536.22,2,Driscoll’s
2023-01-05,Oregon,West,Blueberries,45485.28,10824.41,8,Michigan Blueberry Growers
2023-01-05,Oregon,West,Raspberries,132395.65,23973.51,6,Pacific Berry Co.
2023-01-05,Oregon,West,Blackberries,19642.98,6573.55,7,Oregon Berry Packing
2023-01-05,Washington,West,Strawberries,64278.94,13283.81,7,California Giant
2023-01-05,Washington,West,Blueberries,25746.62,9702.87,4,California Giant
2023-01-05,Washington,West,Raspberries,146309.0,40448.14,19,Well•Pict
2023-01-05,Washington,West,Blackberries,42450.41,10257.18,14,Driscoll’s
2023-01-05,Georgia,South,Strawberries,57849.5,22350.04,12,Sweet Darling
2023-01-05,Georgia,South,Blueberries,19394.01,6079.12,11,Berry Fresh
2023-01-05,Georgia,South,Raspberries,34864.57,5625.56,6,Naturipe Farms
2023-01-05,Georgia,South,Blackberries,154291.47,47541.29,2,Wish Farms
2023-01-05,Michigan,Midwest,Strawberries,151981.3,46423.34,2,Ocean Spray
2023-01-05,Michigan,Midwest,Blueberries,90838.03,29950.04,8,Family Tree Farms
2023-01-05,Michigan,Midwest,Raspberries,18829.58,4346.59,8,Sun Belle
2023-01-05,Michigan,Midwest,Blackberries,58105.53,11917.02,3,Pacific Berry Co.
2023-01-05,New Jersey,Northeast,Strawberries,48013.5,9783.38,5,California Giant
2023-01-05,New Jersey,Northeast,Blueberries,72509.11,24682.42,11,California Giant
2023-01-05,New Jersey,Northeast,Raspberries,48322.7,5227.59,7,Naturipe Farms
2023-01-05,New Jersey,Northeast,Blackberries,202143.13,35878.02,4,Berry Fresh
2023-01-05,North Carolina,South,Strawberries,470050.43,82471.25,11,Naturipe Farms
2023-01-05,North Carolina,South,Blueberries,41929.97,15952.86,11,Dole
2023-01-05,North Carolina,South,Raspberries,66172.19,12447.21,10,Wish Farms
2023-01-05,North Carolina,South,Blackberries,11962.53,4403.22,11,Wish Farms
2023-01-05,Texas,South,Strawberries,164707.27,48537.97,10,Berry World
2023-01-05,Texas,South,Blueberries,77252.84,10457.3,13,True Blue Farms
2023-01-05,Texas,South,Raspberries,133201.33,23265.74,11,Ocean Spray
2023-01-05,Texas,South,Blackberries,8799.7,3495.46,1,Sweet Darling
2023-01-05,New York,Northeast,Strawberries,94208.17,19553.0,7,Berry World
2023-01-05,New York,Northeast,Blueberries,51717.84,12854.55,10,Berry Fresh
2023-01-05,New York,Northeast,Raspberries,35745.68,13995.99,11,Ocean Spray
2023-01-05,New York,Northeast,Blackberries,28466.47,7214.05,12,HBF International
2023-01-05,Illinois,Midwest,Strawberries,109393.35,42411.9,8,Naturipe Farms
2023-01-05,Illinois,Midwest,Blueberries,100645.76,19251.65,6,Driscoll’s
2023-01-05,Illinois,Midwest,Raspberries,44696.73,15527.7,8,California Giant
2023-01-05,Illinois,Midwest,Blackberries,43084.38,13471.57,8,Naturipe Farms
2023-01-05,Arizona,West,Strawberries,25387.59,4089.66,6,Wish Farms
2023-01-05,Arizona,West,Blueberries,182355.79,57814.77,13,Naturipe Farms
2023-01-05,Arizona,West,Raspberries,47679.92,15263.84,10,Ocean Spray
2023-01-05,Arizona,West,Blackberries,67187.64,16902.82,11,Hortifrut
2023-01-05,Pennsylvania,Northeast,Strawberries,8254.19,1722.46,4,Red Blossom
2023-01-05,Pennsylvania,Northeast,Blueberries,63696.96,13316.26,12,Berry Fresh
2023-01-05,Pennsylvania,Northeast,Raspberries,13424.08,5366.47,11,Pacific Berry Co.
2023-01-05,Pennsylvania,Northeast,Blackberries,119635.18,28835.97,10,Valley Pride
2023-01-05,Ohio,Midwest,Strawberries,26403.97,7309.56,12,Red Blossom
2023-01-05,Ohio,Midwest,Blueberries,81777.5,25507.85,14,Dole
2023-01-05,Ohio,Midwest,Raspberries,93027.82,24511.47,16,Ruby Fresh
2023-01-05,Ohio,Midwest,Blackberries,76865.36,12386.64,5,Driscoll’s
2023-01-05,Colorado,West,Strawberries,143137.05,35814.07,10,Driscoll’s
2023-01-05,Colorado,West,Blueberries,38655.86,13047.97,16,Michigan Blueberry Growers
2023-01-05,Colorado,West,Raspberries,338052.53,51491.8,19,BerrySmart
2023-01-05,Colorado,West,Blackberries,11272.34,4189.06,1,Sun Belle
2023-01-05,Wisconsin,Midwest,Strawberries,351784.06,107383.05,11,Naturipe Farms
2023-01-05,Wisconsin,Midwest,Blueberries,20825.42,5826.94,15,North Bay Produce
2023-01-05,Wisconsin,Midwest,Raspberries,154923.3,17726.14,1,Berry Fresh
2023-01-05,Wisconsin,Midwest,Blackberries,36649.83,5885.78,8,Wish Farms
2023-01-06,California,West,Strawberries,58753.87,15177.43,16,Wish Farms
2023-01-06,California,West,Blueberries,58223.97,13154.73,13,Berry Fresh
2023-01-06,California,West,Raspberries,113251.17,36704.99,1,Coastal Berry Co.
2023-01-06,California,West,Blackberries,120653.18,15863.98,4,Naturipe Farms
2023-01-06,Florida,South,Strawberries,81774.08,28106.83,14,Valley Berry Co.
2023-01-06,Florida,South,Blueberries,49996.16,19303.39,6,Blueberry Hill Farms
2023-01-06,Florida,South,Raspberries,122779.59,27432.85,3,Ocean Spray
2023-01-06,Florida,South,Blackberries,34573.7,10731.97,3,Berry Fresh
2023-01-06,Oregon,West,Strawberries,125305.49,39971.74,8,Berry World
2023-01-06,Oregon,West,Blueberries,75853.88,11701.03,8,Wish Farms
2023-01-06,Oregon,West,Raspberries,180137.06,62463.89,11,Pacific Berry Co.
2023-01-06,Oregon,West,Blackberries,83056.91,20026.89,8,Oregon Berry Packing
2023-01-06,Washington,West,Strawberries,55338.07,7644.2,9,Berry Fresh
2023-01-06,Washington,West,Blueberries,219933.03,60101.15,9,Berry Fresh
2023-01-06,Washington,West,Raspberries,6953.0,1113.92,10,HBF International
2023-01-06,Washington,West,Blackberries,24468.94,3905.76,17,Driscoll’s
2023-01-06,Georgia,South,Strawberries,214091.53,40478.09,11,Plant City Berries
2023-01-06,Georgia,South,Blueberries,21397.08,6612.54,7,Munger Farms
2023-01-06,Georgia,South,Raspberries,32504.8,6544.31,4,Ocean Spray
2023-01-06,Georgia,South,Blackberries,53497.15,17731.56,11,Pacific Berry Co.
2023-01-06,Michigan,Midwest,Strawberries,109081.14,35067.42,5,Well•Pict
